text,label
"Another of my delves into the bargain bin, this movie gave me exactly what I expected - a load of trashy horror complete with screaming ladies.<br /><br />It all started so well - I liked the little intro with the ""newsreel"" about the young couple being exposed to a nuclear blast, and was totally absorbed right up until the first person caught fire...<br /><br />From then onwards the film descended into outright silliness, and at times became almost embarrassing to watch. When the heroine turned out to have been afflicted with the same condition as the main character (the ability to light one's own farts without the aid of a match) it seemed almost as if someone had thrown the idea in at the last moment (""that'll be good!"" you can almost hear them say...) As for the almost psychic link between the main character and the nuclear power plant, well...<br /><br />The movie came across as cheap tat - if you pay more than £1.50 for it you've been done.",0
"""Opening Night"" released in 1977, tries to be an ambitious production. It succeeds only in the truly stunning performance of Gena Rowlands. Her character of theatre actress Myrtle is not necessarily someone we would love in real life. She is self-absorbed, often obnoxious, and makes life miserable for those around her - in other words, not unlike some actresses! Myrtle is also a woman on the edge of collapse - we are not quite sure if the demons she is fighting are real or imagined, although we are let in on the secret early. Rowlands is obviously well directed with love by her gifted husband, actor/director John Cassavettes, who has a role in the film as well. This film is not without flaws - it is overly long, and the last part of the film where Myrtle goes on stage while very drunk seems almost cruel. The ""improvising"" in some of the dialogue - at least while on stage - goes on way too long. Some of the supporting characters give good performances, especially from Ben Gazarra, playing Myrtle's sleazy producer. Joan Blondell's character is never fully developed, and I never could figure out why she was in the film, except to placate Myrtle. See this film for Rowlands alone - she is fascinating throughout - and it is tough to take your eyes off her, although you will want to at times.",1
"It is a story of Siberian village people from the beginning of 20th century till the 60ties. It is about passion and feelings, about Russian soul, and very romantic. This movie IS NOT action packed, it flowes slowely. In second part one can find great songs - Russian romances. It is much more better than Doctor Zhivago. The director of this movie moved to America and made Runaway Train for example.",1
"A patchwork about 911. The 11 stories from 11 directors from 11 countries are sometimes humoristic, sometimes boring (the first one, for example), sometimes used to say to Americans ""we have had more deaths than you, and you supported the murderers"", sometimes really weird (but highly symbolic and interesting). I really loved the Claude Lelouch (personal live of a couple in New-York, showing that our day-to-day ""problems"" are unimportant), Shoei Imamura (bizarre, strongly anti-wars in general), and Idrissa Ouedraogo (funny, typical African optimism despite terrible day to day misery), and Youssef Chahine (an Egyptian intellectual, pro-peace, having moral difficulties to accept the U.S. policy towards Arab countries) I am really pleased to see that many Americans liked this movie. It shows that we (or they ? I am still Belgian, but living in Texas for 12 years) are still interested by other cultures, and able to question past and present actions of our government, like we should in a democracy.",1
"For the life of me, I cannot get why they would want to make a movie about the ""Jerry Springer Show"". It's so incrediably trashy. Some ways, sadly it's a guilty pleasure. We all have to admit that we've seen at least one episode. It's part of our pop culture. I saw this on USA recently. It's pretty bad. I will admit that. Jerry does a horrible job of what I think he meant as acting. Or something like it. Jamie Pressley is in it. She's playing herself basically. All she needed was her lover boy, Kid Rock. It would've been perfect then. So, I would recommend skipping ""Ringmaster"". Just watch the ""Jerry Springer Show"". It's more enjoyable than this.<br /><br />2/10",0
"This is a weird movie about an archaeologist studying the culture of the ancient Hohokam Indians. She takes a (really fake looking) mummy out of a burial cave and brings it home to study it. Well, pretty soon she starts acting weird and talking to this mummy. And shortly thereafter her son becomes possessed by the spirit of the mummy. Even stranger events take place as the spirit then tries to destroy the woman's family. This is actually REALLY BORING, overall, and it will make you fall asleep the first couple of times you try to watch it. But if you keep at it, you may just make it to the end. <br /><br />Ahah! What is the secret of the mummy? Is the mummy's spirit angry that it has been removed from the cave? You may not be able to ascertain what the spirit's motivation is, but if you like spooky shenanigans on a low-budget (and 70's hairstyles!) this will have a certain comforting appeal.<br /><br />The way I have described the story is much clearer than the jumbled, boring way the film lays the story out. Can a boring movie really be fascinating? Well...somehow this one achieves that. Maybe this is a good movie at heart but executed in a rather awkward way. I don't know. What I do know is that I enjoyed it quite a bit, despite its dullness.<br /><br />Fans of ""Spider Baby"" will be interested to know that a couple of music cues from that film are used in this one (including an instrumental version of the theme song).<br /><br />Featuring one frightening and fairly well-done sequence showing possessed boulders and rocks rolling around by themselves and eventually attacking some people in a camper. Other scenes in the movie are merely spooky or quirky; but this one scene is actually pretty scary.<br /><br />See this! It's weird and it's worth your time. You might even want one on your shelf.",1
"Sorry did i miss something? did i walk out early? The first ten minutes of unusual (and untrue!) stories had me thinking ""This is going to be a classic"" But it was all down hill from there! The acting was brilliant, for what it's worth William H Macy is fantastic and just gets better and better every film i watch him in. But it never seemed to connect. I was waiting for the big moment where all the stories inter connect and then suddenly..it rains frog?? it was if the writer said ""i've gone to deep how can i pull all these stories together cleverely....Oh sod it i'll just have it raining frogs"". I like clever movies, i like strange movies but this was just odd and boring. 4/10",0
"xica da Silva is one of the best Brazilians opera soap ever! the a black slave's story that becomes queen of a small villa when conquering the most powerful man's of the area love, in the colonial period of the brazil dominated by Portugal, that explored its diamonds. The largest xica enemy, violante, bride that it was changed by xica, is a woman of big it influences the Portugal king close to and does to take revenge of the slave of everything. Very religious person, she is a picture of the hypocritical society and religious of the time, she dedicates its life the morality of the villa that was committed by xica, that is a woman full of lusts that it faces the society of the time to preach and it helps the slaves of the area. The story also bill with forbidden loves, sorceries and vampires and religious fervor. Xica da Silva does with that you don't want to lose a I only surrender, from beginning to end!",1
"Really an amazing pile of pap! <br /><br />A predictable, slow moving, soul destroying, mind numbing movie to which, slitting your own wrists with a rusty bread knife seems... well, almost necessary.<br /><br />The acting is over done for the thin dialogue, every scene is at least twice as long as it needs to be, the intricate details of how this career is collapsing or that career is rising is just far too dreary and mundane for words. The music would be good if you didn't have to sit through the movie, but really, three good songs is not enough reward for the effort required to watch the movie.<br /><br />Watching this film I prayed to God for narcolepsy or for someone to shoot me.<br /><br />Never, ever, ever again.",0
"One star for the ""plot"". One star for the acting. One star for the dubbing into squeaky-voiced American. Five stars for Monica Broeke and Inge Maria Granzow, with their propensity for taking all their clothes off. And ten out of ten for the divine Emmanuelle Béart, two years before she made 'Manon des sources'. Béart also undresses a couple of times, but even fully-clothed her presence is enough to make this film eminently watchable. Watch out for the scene where she tells her friend about the three ""first times"" for a girl. It's corny, but still far more erotic than the rather laughably choreographed ""love scenes"" featuring Broeke, Granzow and Patrick Bauchau. Incidentally, the cinematography is not great; the stills for the closing credits are a better indication of what David Hamilton is capable of.",0
"David Zucker has directed one of the most enjoyable comedies of the year with this goofy farce. Yes, it's a matter of acquired taste and depends upon a wealth of sophomoric gags, but it is consistently funny throughout unlike some recent comedic efforts. The film is loaded with all kinds of jokes ranging from the blatantly obvious to the more subtler kind that you must pay attention to everything in the frame or you'll likely miss them. Like his previous efforts which include ""Airplane!"", ""Top Secret!"", and ""Naked Gun,"" the humor flies out almost every second. There are so many moments that work, it's easy to overlook the few that fall flat. What sets this movie apart from other pale imitations in the spoof genre is that it has an actual story line. While others have depended upon making fun of too many famous scenes in almost random movies (take ""Mafia!"", please), this film tells a new story with likable characters. It touches upon sports films in general as well as satirizing the real sports industry instead of lampooning any specific movies. Even for people who don't care for ""South Park,"" its creators, Matt Stone and Trey Parker, make a good pair of leading actors with natural chemistry. The film also makes extremely effective use of cameos of athletes, sports announcers, and other celebrities, especially a hilarious bit with Robert Stack of ""Unsolved Mysteries."" By the way, stay through the credits for a final joke with Bob Costas and Al Michaels. All in all, Zucker has achieved, in words perhaps applying to the movie's mix of sports, a home dunk.",1
"I had seen this movie long time back, but found it amazing and to this day it has never stopped amazing me.<br /><br />A wonderful movie that describes the account of a group of Australian commandos who tried to sink some Japanese ships at the Singapore harbor during the height of WW2.<br /><br />These commandos are caught in plain-clothes and they are considered to be spies by the Japanese captors. But something happens that hasn't been explored much in any Hollywood WW2 movie that I have seen.<br /><br />A close and friendly bonding develops between the captors and the captives. They begin to respect each other, while the captain of the captured Australian soldiers become the best of friends with a senior Japanese prison guard. This is the most wonderful part of the whole movie and it really tugs your heart.<br /><br />Soon, one day as the two friends are conversing, the Aussie captain learns that some other captives are going to be tried and executed for the sinking of the Jap ships in the Singapore harbor.<br /><br />He mentions that it was his team and not some other's that had sunk the ships to his Japanese friend, and upon hearing this the Japanese guard tells him to keep quiet as it might lead to his whole group getting executed. But the captain remains adamant on confessing this to the Japanese authorities.<br /><br />Finally, the Japanese authorities sentence them to death in the most respectful way that is according to their rules. This is the Highest Honor accorded to the captured warriors in Japan.<br /><br />This is the most awesome part of the film where the Aussie soldiers are awaiting their imminent death and the tense indecision of the friendly Japanese guard who is still not ready to believe that why did his Aussie friend confess being guilty.<br /><br />I won't give away the ending here. But it is more poignant than one can even imagine and can easily move one to tears.<br /><br />All in all, an excellent underrated movie that possibly didn't get the recognition that it deserved internationally. Get one copy today and be mesmerized.",1
"Fearful Symmetry is a pleasant episode with a few faults. The first thing about the episode is that it takes place near Mountain Home Air Force Base in southwest Idaho. Season one's 'Deep Throat' takes place near Ellens Air Base, also in southwest Idaho. I'm wondering if the air force bases are one and the same but they decided to use the real name in Fearful Symmetry. Mulder and Scully have some good dialog, always a plus. Ed Meecham, the zoo keeper, reminds me of cranky, old school teachers. They must have liked children at one time, you just can't imagine how. Just like he must have cared more for animals at one point. I liked the concept of the episode, but I felt it had some inconsistencies. If aliens are so adept at abducting humans and returning them safely, why can't they put the animal back in the right place? And the aliens are just now having problems returning the animals? I don't buy Mulder's theory of a problem with the space-time continuum. As if he's an expert on that. I also thought Jayne Atkinson's performance as Willa Ambrose was not well done. Besides those nitpicks, I still enjoyed this episode because of the intriguing concept of aliens harvesting animal DNA as well as human DNA.",1
"Okay.. this wasn't the worst movie I've ever seen, but I had heard lots of good things about it and I was sorely disappointed. I could see where the film makers were coming from and that they were trying to express the fact that the two sides in this battle weren't a whole lot different from one another, that the individuals were getting lost in the fighting, etc, etc. (well, that's my presumption, anyway =^_^=)<br /><br />At any rate.. the movie kind of bored me. I've watched a lot of really long movies, but this one just seemed to drag on and on and on.. basically because I just couldn't bring myself to care for any of the characters. I just kept thinking.. who cares??? I also found the acting to be rather dead pan and the dialogue strained. I understand that this was the 1800s and all, but most of the conversations just seemed rather unnatural. No one seemed to have any emotion throughout most of the film except during melodramatic events.<br /><br />The ""romance"" in the story didn't seem to be supported by anything other than ""I'm a guy and you're a girl"", which I don't consider much of a romance, and yet I felt I was being steered to the belief that these people were in love. Oh well.. I guess it's the whole ""all this horror around us, we have each other to cling to"" type thing, or whatever. I was also hoping for some sort of dynamic between the two best friends (who both initially seemed to have an interest in the girl) but that was just sort of dropped. Maybe avoiding a cliche love triangle. I don't know.<br /><br />Oh well.. Daniel Holt was about the only character I really truly liked. And Sue Lee was all right. I didn't exactly dislike Jake, but he seemed a bit too... spineless, I guess. Jack Bull I did not care for at all. And I'm pretty sure you're *supposed* to hate just about everyone else, with the exception of the poor normal people who just get mowed down left and right. It was pretty graphic and had that whole ""the horrors of war"" thing down, but I've seen plenty of other movies with the same theme, done better. (I enjoyed The Patriot a lot, for instance, even if it was a bit emotionally manipulative) But, as I've already stated, I'm a cynic. What can I say? :)",0
"The plot intellect is about as light as feather down. But the advantage here is the boy and girl classic refusal we have become accustomed to in ""The Gay Divorcee"" and ""Top Hat"" is now absent. Instead of the typical accidental acquaintance, the dancing duo are the former lovers Bake Baker and Sherry Martin, who are still in love since their dancing days.<br /><br />Of course, being a 30s musical, there's the problems of misunderstood romance, classy courtship and the slight irritation of a sabotaged audition with bicarbonate soda has costing Ginger something rather special. And then in the grand tradition of dwindling finances, there's nothing better for Hollywood's best entertainers than put on a show.<br /><br />Delightful numbers from Irving Berlin are sprinkled throughout the show. Top hats and evening dresses are saved right until the end, which remains a refreshing change. Fred and Ginger are out again to charm the world...and charm the navy. Everyone and everything is once again just so enjoyable.<br /><br />Pure classic silliness at its best. But with Astaire and Rogers, we just know it's got to work.<br /><br />Rating: 8.25/10",1
"Why can't more directors these days create horror movies like ""The Shining""? There's an easy answer to that: modern day directors are not Stanley Kubrick. Kubrick proved once-and-for-all with this movie that he is truly one of the greatest directors and auteurs of all time.<br /><br />So, the plot is fairly simple. A man named Jack Torrance (played brilliantly by Jack Nicholson)and his family move into a large, secluded hotel to watch over it for the off-season. The kicker is that the previous caretaker of the hotel savagely murdered his wife and two girls. What follows can most readily be summed by the title of the movie, but you have to watch it to see what I mean.<br /><br />This is the first movie in a very long time to strike me as ""scary"". It's some seriously messed up stuff, but in a good way. One of the things that adds to the scare factor is the amazing music. Music has been a major part of Kubrick's movies (2001: A Space Oddysey and A Clockwork Orange, just to name a couple) and he definitely doesn't disappoint with this one. The score completely sets the tone and this film would not be the same without it.<br /><br />Finally, I must comment on Nicholson's legendary performance. Jack is terrifyingly convincing as a crazy killer. In fact, just his stare steals a few scenes of this movie. This is top-notch acting that must be seen to believe.<br /><br />There will never be a horror movie that quite matches this one. R.I.P. Stanley.",1
"A serious comedy. Ross Hunter-produced movie version of the French play ""Les Joies de la famille"" (later Americanized as ""A Very Rich Woman"") is plush, well cast, occasionally funny...and unfortunately timeless. A wealthy California widow, who appears to be frittering away her money, is railroaded by her two grown, greedy daughters, both of whom are afraid Mama Rosie is carelessly spending their inheritance. The whole issue of a vital--but aged--woman sent to a rest home against her will, and later having to prove herself sane in a court hearing, is touchy material for a comedy (and to his credit, director David Lowell Rich doesn't overload the picture with crass gags or obvious sentiment). Some of the humor is a little broad and doesn't work, yet Rosalind Russell understands the gravity inherent in this scenario and never hits a false note. Sandra Dee is also good as Rosalind's granddaughter, and James Farentino is very charming as a young lawyer. The movie has so much to say about the importance of our elderly, and the ways in which they choose to spend their remaining time, that the seriousness of ""Rosie!""'s theme almost gets lost in the rush to a happy ending. The picture leaves you smiling--and at the same time wondering how many older ladies there are who were never quite so lucky. *** from ****",1
"This is one great movie! I have played all the Nancy Drew games and have read the books, and I never expected the movie to be so exciting and funny! If you never heard of Nancy Drew, read the first book (Secret of the Old Clock) so you can kinda' get used to Nancy, then you can watch the movie, because in the movie, they don't really introduce the characters' names fast. ;) My whole family enjoyed it and the plot was extremely interesting. This is an ultimate come-back from the previous Nancy Drew movies, which the Nancy Drew actor didn't seem to match. This movie is much like Alex Rider: Stormbreaker. It's so cool! Nancy Drew lovers, you must watch this!",1
"I'm giving ten out of ten it's one of the best movies ever. Absolutely smashed, stunned and dazed by the whole picture, marvellous playing of Jason Statham, Ray Liotta and all the crew, amazing plot... Just look into yourself and pluck up your courage to admit-it touched your soul, because it's strange, but there are all the answers you've been ever looking for... The very best, mr. Ritchie! THE VERY BEST EVER. Those who were looking for a simple figtings and skirmish keep yelling they are disappointed. But there are lots of shallow movies in Hollywood nowadays, you can't remember what it was about the next day you had seen it. On the contrary, Revolver is unique, I could have hardly expected it's possible to portray such a clear and genius picture of myself, of everyone who was to watch it. Absolutely unsurpassed, astounding, dazzling... One can get insight watching this, I have no doubt about that. Actually, no words can express my admiration... I'm still wondering how it was possible to shoot such a movie after years of giddy Hollywood rubbish we had been watching. Thank you from all heart, it's simply the best.",1
"I liked this movie. When the guy who was in on a bank heist of $40 million in gold dies, his cell mate is used as ""Bait"" to lead them to the high-tech crazy killer partner (by having a monitoring device implanted in his jaw without his knowledge). It's an action, spy type film with enough comical scenes to keep it light. It reminded me of Enemy Of The State. Well acted and good enough plot.",1
"As a study of the frailties of human nature in the context of old age, this film is without parallel. It is, quite simply, brilliant. Full marks to everyone - from the scriptwriter to all involved in the finished product. You can only marvel at the perceptions inherent in the characterisation of the two ageing performers.",1
"Simple story... why say more? It nails it's premise. World War 3 kills all or most of the human race and we're viewing 2 of the survivors. The message is that the 2 warring sides should not have been at odds in the first place. Distilled down to representatives from each side, we see they have everything to come together for:<br /><br />Security... Finding resources... food, shelter, etc... Survival... Love...<br /><br />At the end they've decided to pool their resources, (she finally does), so they will survive. Simple story, expressed in the limited budget of the early 60s television landscape. We see it in 2009 as somewhat old and maybe predictable. In the early 60s, no one had seen such stuff... I give it a 10...",1
"The first two-thirds of this biopic of fetish model Betty Page are very interesting. Betty, as portrayed with enormous sincerity by Gretchen Mol, comes across as a pleasant, girl-next-door type, who saw nothing wrong with what she did (and there certainly wasn't anything ""wrong"" with it). Director Mary Harron, who also made ""I Shot Andy Warhol"" and ""American Psycho"", recreates Betty's America by mixing old black and white stock footage with new, degraded, black and white footage. Once Betty lands in Florida and starts working with Bunny Yeager, color is introduced. Betty's notoriety was mostly the result of her work with Paula and Irving Klaw (Lili Taylor, in a great performance, and Chris Bauer), as well as John Willie (Jared Harris). The scenes where Harron recreates Betty's bondage photography sessions are fascinating and adroitly executed. The early purveyors of fetish material are not portrayed too condescendingly and we get a sense that these folks were part of a tight ""community"". Betty never had too much of a problem with her notoriety, although we get the impression that her reputation prevented her from gaining legitimacy in the straight acting world. Because the film's third act is virtually non-existent, we are left with the impression that we have been watching a feature length documentary on Betty Page rather than a structured drama. Flaws aside, it's a film well worth catching and represents yet another fine feather in the cap of producer Christine Vachon.",1
Dani(Reese Witherspoon) has always been very close with her older sister Maureen(Emily Warfield) until they both start falling in love with their neighbor Court(Jason London). But it is not after a terrible tragedy strikes that the two sisters realize that nothing can keep them apart and that their love for each other will never fade away.<br /><br />This was truly a heartbreaking story about first love. Probably the most painful story about young love that I have ever seen. All the acting is amazing and Reese Witherspoon gives a great performance in her first movie. I would give The Man in the Moon 8.5/10,1
"1st watched 5/27/2009 - 4 out of 10 (Dir - Harold Young): The 3rd Universal mummy movie is about the same as the first two as far as the final result from the viewer's perspective. The story is similar and the results are ho-hum. This time the story's location is the U.S. as the Egyptian priest's new follower sends a mummy to our country in hopes he can revive him to kill descendants of those who opened the original tomb. This time the mummy is played by Lon Chaney(which doesn't make much of a difference because he's really not asked to do much acting for this character). The new priest becomes a morgue-keeper in the town and sends the mummy out to do his dirty deeds after feeding him the tanna leaf juice. Again, a girl gets in the way, as the priest falls for one of the descendent's fiancé and wants her, yes--- to be immortal with him(haven't we heard this before?). The plan is, of course, thwarted as the townsfolk hunt down the mummy with torches(similar to the Frankenstein monster) and the burning of the creature ends the story...how do they get a sequel?? I guess you'll find out with the next one in the series ?? or not.....",0
"This was one of the best movies I have seen. The movie relates to real life and how drugs CAN play a major part. Although this movie appears to be produced from a low budget, I found it to be exhilarating to watch.<br /><br />Some may not like the story and say the script is lacking direction. However, when a person gets as deep into drugs as these characters, there is no direction is life. I feel this movie is an accurate representation of what might happen to a person if they are faced with extreme temptations.<br /><br />Most of the cast are newcomers to the industry. However, they all pulled it off very well. Everyone seemed to do their job well and get into character appropriately.<br /><br />I think this movie might be a good tool to use when dealing with a person or loved one that is involved in drugs and appears to be spiraling out of control. This movie might just scare them enough to change their ways.",1
"Im really addicted to Caprica, because it's a really good prequel series to Battlestar Galactica. It really has a slow pace start, but surely to pick up soon after new episodes continue to air.<br /><br />I have heard great things about future episodes and guest stars for the first season.<br /><br />This Sci Fi drama is sure to please us fans who love a mix of both genres.<br /><br />Eric Stoltz does an amazing job, as well as Polly Walker as Clarice Willow!!<br /><br />Totally worth checking out!!<br /><br />Catch Caprica On Fridays At 9pm/8pm central on SYFY",1
"We now travel to a parallel universe where the appearance of giant prehistoric monsters flattening cities are part of the daily routine. It's the world of Godzilla, Rodan, Mothra Ghidrah and their kind - a strange world, and one made even stranger by the appearance of an unidentified flying turtle called Gamera.<br /><br />Forever in the shadow of the monolithic Toho Studios, second rung Daiei Studios were more famous for samurai sagas than monster movies. In the mid 60s they decided to join the giant reptile race and designed a rival monster series to Toho's mammothly successful Godzilla. They wisely chose Gamera as their flagship - a giant turtle that shoots flames from between its snaggle-teeth, and spins through the air by shooting flames through its shell's feet-holes (and at one point you almost see the paper mache shell catch fire!).<br /><br />The first Gamera film ""Gamera The Invincible"" (as it was sold to the US) is a virtual mirror of the first Godzilla film, only 10 years behind. American fighters chase an unmarked plane over the Arctic to its fiery demise - the nuclear bomb on board ignites and awakens the giant Gamera from its icy slumber. Feeding off atomic energy, it immediately goes on a rampage, and the world wants to destroy Gamera once and for all, but a little Japanese boy named Kenny, who has a psychic connection with the giant turtle and even keeps a miniature version in an aquarium by his bedside, believes Gamera is essentially kind and benevolent. He's like a little Jewish kid with a pinup of Hitler. ""Gamera is a GOOD turtle,"" he pleads, then sulks, and puts on a face like someone's pooped in his coco pops. Miraculously the world's leaders listen to him, and so begins Z-Plan to save the world AND Gamera from complete destruction.<br /><br />Released in 1965, Gamera was a surprising hit. The annoying infantile anthropomorphism actually worked on kiddie audiences in both Japan and the US, and the sight of Gamera on two feet stomping miniatures of Tokyo and the North Pole is gloriously chintzy. Most surprising of all is the longevity of the series: eight original Gamera films, plus a slew of recent remakes. Not bad for a mutant reptile whose only friend is mewing eight year old milquetoast - and if I hear ""Gamera is friends to ALL children"" one more time I'M going to crush Tokyo. Which appears to be an easy task in the parallel universe where children are smart and turtles are bigger than a Seiko billboard in the 1965 turtle-fest Gamera.",0
"I love MIDNIGHT COWBOY and have it in my video collection as it is a favorite of mine. What is interesting to me is how when MIDNIGHT COWBOY came out in 1969, it was so shocking to viewers that it was rated X. Of course, at that time X meant Maturity. Since I was only two years old at the time of the movie's release, it is hard for me to imagine just how shocked viewers were back then. However, when I try to take into account that many of the topics covered in the film, which included prostitution (the title itself was slang for a male prostitute); homosexuality; loneliness; physical (and to some extent emotional as well) abuse and drugs are hard for many people to talk about to this day, I can begin to get a sense of what viewers of this movie thought back on its release. It is worth noting that in the 1970's, MIDNIGHT COWBOY was downgraded to an R rating and even though it is still rated R, some of the scenes could almost be rated PG-13 by today's standards.<br /><br />I want to briefly give a synopsis of the plot although it is probably known to almost anyone who has heard of the movie. Jon Voight plays a young man named Joe Buck from Texas who decides that he can make it big as a male hustler in New York City escorting rich women. He emulates cowboy actors like Roy Rogers by wearing a cowboy outfit thinking that that will impress women. After being rejected by all the women he has come across, he meets a sleazy con-man named Enrico ""Ratso"" Rizzo who is played by Dustin Hoffman. Ratso convinces Joe that he can make all kinds of money if he has a manager. Once again, Joe is conned and before long is homeless. However, Joe comes across Ratso and is invited to stay in a dilapidated apartment. Without giving away much more of the plot, I want to say that the remainder of the movie deals with Joe and Ratso as they try to help one another in an attempt to fulfill their dreams. I.E. Joe making it as a gigolo and Ratso going down to Florida where he thinks he can regain his health.<br /><br />I want to make some comments about the movie itself. First of all, the acting is excellent, especially the leads. Although the movie is really very sad from the beginning to the end, there are some classic scenes. In fact, there are some scenes that while they are not intended to be funny, I find them amusing. For example, there is the classic scene where Dustin Hoffman and Jon Voight are walking down a city street and a cab practically runs them over. Dustin Hoffman bangs on the cab and says ""Hey, I'm walkin' here! I'm walkin' here!"" I get a kick out of that scene because it is so typical of New York City where so many people are in a hurry. Another scene that comes to mind is the scene where Ratso (Dustin Hoffman) sends Joe (Jon Voight) to a guy named O'Daniel. What is amusing is that at first, we think O'Daniel is there to recruit gigolos and can see why Joe is getting so excited but then we begin to realize that O'Daniel is nothing but a religious nut. In addition to the two scenes I mentioned, I love the scene where Ratso and Joe are arguing in their apartment when Ratso says to Joe that his cowboy outfit only attracts homosexuals and Joe says in self-defense ""John Wayne! You gonna tell me he's a fag!"" What I like is the delivery in that scene.<br /><br />I would say that even though MIDNIGHT COWBOY was set in the late '60's, much of it rings true today. That's because although the area around 42nd Street in New York has been cleaned up in the form of Disneyfication in the last several years, homelessness is still just as prevalent there now as it was 40 years ago. Also, many people have unrealistic dreams of how they are going to strike it big only to have their dreams smashed as was the case with the Jon Voight character. One thing that impresses me about Jon Voight's character is how he is a survivor and I felt that at the end of the movie, he had matured a great deal and that Ratso (Dustin Hoffman's character) was a good influence on him.<br /><br />In conclusion, I want to say that I suggest that when watching this movie, one should watch it at least a couple of times because there are so many things that go on. For example, there are a bunch of flashback and dream sequences that made more sense to me after a couple of viewings. Also, what I find interesting is that there is a lot in this movie that is left to interpretation such as what really happened with Joe Buck (Jon Voight's character) and the people who were in his life in Texas. Even the ending, while I don't want to give it away for those who have not seen the movie, is rather open-ended.",1
"I do not know if this movies problems are more the fault of Direction or Script. As you will see in many reviews the editing style is way overdone. It is absolutely distracting and without substance, which could be considered a good thing if you look at some of the quotes from the movie. I do not write many reviews here, but felt this movie was so awful that it deserved comment. Movies like this erode at Movie making as an Art form. Movies like this one show more and more clearly that the current Reality focus in cinema is revealing the quality of the characters behind them. People hone there craft, there 5 senses, and there business sense - overlooking there own inner life. However I do not put blame on them, it is more and more the unfortunate condition of this age - qualified by films like this one. But by proxy these Manufacturers I would dare not call Artists vomit there lack of inner life or regard onto the screen - diffusing it to everyone. A story of bounty hunters, guns guns and more guns, heavy handed flaunting of sex - for the oh so popular actress (did they write the lap dance scene after they signed her?), over saturated, over exaggerated, one liners, non-linear plots. All different and yet all the same. Annoying overwhelming music to push the emotion down your throat. A story? a development of character? or just withheld, missing information, revealed at the end to create the *effect* of a story - as if one took place. It altogether lacks anything remotely resembling subtlety. It is a caricature of stereotypes and genre. Where are the films with Awareness? What about subtlety of sound and music that you are not even aware is there? What about the depth of a look? What about editing with a point about mind and consciousness? yes even in action films this can happen. Sure they have honed a craft; but what use is it without soul or wisdom? of insight into the human condition? Can the people who commented and said that this is an apogee of art, or compare this to Picasso and others - I say put this next to Gandhi or the Godfather, even the original trilogy of star wars or the lord of the rings; then look me in the face and say it again. It is a good crew, but they need some help with depth and story. I hope they get it because I like the crews previous work. better luck next time.",0
"... and how they bore you right out of your mind! The Crater Lake Monster is one of the classic BAD films from the 70's made with no actors of any note, an embarrassing script, woeful direction, and a tireless desire to fuse ""horror"" with light comedy. This movie introduces a paleontologist who finds drawings of an aquatic dinosaur underneath Crater Lake...a meteor falls from the sky, and an aquatic dinosaur of the claymation variety begins to terrorize and eat the inhabitants surrounding Crater Lake. The whole matter is taken care of by Steve our local sheriff. Much of the film - when not showing pools of blood left behind from what we imagine must have been the beast dining - is spent following the bumbling antic of two guys named Arnie and Mitch who run a boat rental place. They try so bad to be funny, that we get lines like, looking at a business sign, Mitch saying to Arnie ""You spelled bait wrong, it's spelled B-A-T-E."" The laughs were rather scarce here. We then see them get drunk together and imagine a tree trunk to be the dinosaur. Laurel and Hardy watch out! The dinosaur looks fake, but the movie is fun in a bad way. And at the very least, the lake is beautiful.",0
"The ""Trivia"" page on IMDb claims the filmmakers protested because this film was re-cut by the studio to ""simplify the plot"". If so, that effort was a total failure, as this is one of the most incoherent narratives I've ever seen in a film -- I'd hate to have seen it before the plot was ""simplified.""<br /><br />It's sad to see Warren with so little character to go on that even he can't do anything with the inept material. It's interesting to see Caron in '70s mode instead of her Hollywood-era glamour garb and persona, but it's sad to see her haplessly wander through this doing-a- favor-to-her-producer-husband dreck. She would actually later hook up with and marry the director, instead -- who, you'll note, never directed anything again, but did strictly 1st or 2nd A.D. work in TV from here on out. That oughta tell you enough right there.<br /><br />I call this ""interesting"" because I have an automatic fondness for American films of this period, and this role does add perspective to Oates' otherwise fantastic 1971 output (Two- Lane Blacktop, The Hired Hand). But the ""1940s detective as fish-out-of-water in 1970s L.A."" theme, which is the only thing the movie really has to say, is sold in way too heavy- handed a manner. A similar theme would be far more effectively handled two years later in Altman's The Long Goodbye. And as far as Oates playing a hard-bitten guy on a doomed errand, three years on, he would give his definitive performance in Bring Me the Head of Alfredo Garcia. If you haven't seen those, don't waste your time with this!",0
"A typical Lanza flick that had limited audience appeal with a weak story line that was put together simply to justify Lanza's MGM contract at the time.<br /><br />As reported by member Lastliberal (above) Grayson could not stand Lanza because of his obscene advances towards her off (and sometimes on) camera. In addition, his gutter mannerism and the continual smell of alcohol in her face during scenes they did together were intolerable. After doing their second (and last) film together, ""Toast of New Orleans"", the normally quiet Grayson stormed into Louie B. Mayer's office and told him in no uncertain words that she would never work with Lanza again  period. Mayer felt that Grayson was much more valuable to MGM then Lanza, so Grayson's statement stuck. Grayson went on to star in a number of widely received (and far more profitable) musicals with Howard Keel and others. Later in life when asked to compare Lanza and Keel her reply was that there was no comparison between them, and that Keel was great to work with and had much more appeal to the ""real people"" in the audiences.",0
